fname,label,length,target,envelope,counter
003da8e5.wav,Knock,1.36,0,0.1715873015873016,1
022cc908.wav,Knock,1.76,0,0.20120181405895693,1
025f7eac.wav,Knock,1.32,0,0.5655555555555556,1
03a01285.wav,Knock,2.4,0,1.1585034013605442,1
03d00f38.wav,Knock,17.38,0,9.212403628117912,3
04a7003c.wav,Knock,2.54,0,1.2434467120181405,1
04ad9aa5.wav,Knock,1.72,0,0.7626303854875284,1
04d0cae4.wav,Knock,2.14,0,0.9883219954648526,1
05149415.wav,Knock,0.76,0,0.0891609977324263,1
06006fca.wav,Knock,3.04,0,0.36507936507936506,1
0784c182.wav,Knock,1.18,0,0.3036281179138322,1
08c931f6.wav,Knock,2.64,0,2.0713832199546487,1
097b5ab0.wav,Knock,2.62,0,0.463968253968254,1
0aa17642.wav,Knock,2.36,0,1.8330158730158732,1
0b95a1b5.wav,Knock,3.22,0,0.3558956916099773,1
0c3e92c7.wav,Knock,11.08,0,7.171814058956916,2
0da86798.wav,Knock,1.7,0,0.8756009070294785,1
0e5c9ed0.wav,Knock,4.64,0,0.8494331065759637,1
0e89fb66.wav,Knock,1.84,0,0.2829705215419501,1
0ff3a423.wav,Knock,1.0,0,0.5937414965986395,1
1071fd84.wav,Knock,2.74,0,2.003356009070295,1
125e64b7.wav,Knock,2.58,0,1.7050340136054425,1
1387ba89.wav,Knock,0.72,0,0.2093424036281179,1
14d0bd27.wav,Knock,1.48,0,0.6529024943310657,1
14e27632.wav,Knock,0.78,0,0.3809523809523809,1
15d67d1c.wav,Knock,1.46,0,0.2295918367346939,1
168adcd0.wav,Knock,1.14,0,1.0220408163265309,1
1726fa04.wav,Knock,3.02,0,1.670702947845805,1
182919ec.wav,Knock,2.8,0,2.015124716553288,1
193ab4fd.wav,Knock,22.24,0,1.3568480725623582,1
1966b87b.wav,Knock,3.12,0,2.0841269841269843,1
1b3b537f.wav,Knock,2.34,0,0.8719501133786848,1
1b9ea226.wav,Knock,0.68,0,0.5598185941043083,1
1bd3ba0b.wav,Knock,10.3,0,0.8513832199546485,1
1bda949f.wav,Knock,7.42,0,1.6855102040816323,1
1c603b9f.wav,Knock,1.5,0,1.2570975056689342,1
1cd6919e.wav,Knock,1.26,0,0.5902267573696145,1
1d95d110.wav,Knock,2.5,0,0.6982312925170068,1
1eddce43.wav,Knock,2.44,0,0.3800226757369615,1
1fee5016.wav,Knock,1.4,0,0.8913605442176871,1
20dafbd4.wav,Knock,4.52,0,1.87859410430839,1
210f2580.wav,Knock,3.12,0,0.6099092970521542,1
21fbdc6d.wav,Knock,23.78,0,6.921201814058957,2
22007c10.wav,Knock,2.88,0,2.7860544217687075,1
23786ab2.wav,Knock,0.58,0,0.2494331065759637,1
2588c966.wav,Knock,2.1,0,0.14326530612244898,1
25c11b5d.wav,Knock,2.02,0,0.36648526077097504,1
2665dfa2.wav,Knock,2.82,0,0.2208843537414966,1
26dd557f.wav,Knock,11.04,0,1.5281859410430838,1
28712a45.wav,Knock,1.38,0,1.1091383219954651,1
28aa7f31.wav,Knock,21.26,0,1.4234013605442175,1
28b75c35.wav,Knock,19.52,0,1.9173242630385487,1
28e413d2.wav,Knock,15.16,0,6.332154195011338,2
29a016e0.wav,Knock,1.54,0,0.487687074829932,1
2c560330.wav,Knock,18.6,0,4.763990929705216,2
2cb63f61.wav,Knock,12.5,0,2.800839002267573,2
2d336768.wav,Knock,0.74,0,0.3407256235827664,1
2d4e60bd.wav,Knock,6.0,0,0.42256235827664396,1
2ed3c63d.wav,Knock,1.32,0,1.2425170068027211,1
30cdd2b5.wav,Knock,21.06,0,4.0850113378684805,2
31d1119d.wav,Knock,2.24,0,1.2901360544217686,1
32880ae6.wav,Knock,1.5,0,1.2173242630385488,1
330ba9ae.wav,Knock,0.78,0,0.09741496598639457,1
3457a86f.wav,Knock,0.34,0,0.15793650793650793,1
